run_id,campaign_id,configuration,repo,scenario,repetition,finding_id,ground_truth_id,method,branch_created,pr_created,tests_returncode,human_review_required,status,time_to_patch_pr_seconds,time_to_green_patch_seconds
20260713T194048842941Z_C3_PolicyOnly_full_beta_sast_sql_injection_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194109119817Z_C4_AgentsOnly_full_beta_sast_sql_injection_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_sast_sql_injection,sast_sql_injection,1,20260713T194109119817Z_C4_AgentsOnly_full_beta_sast_sql_injection_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.formatted-sql:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T194109119817Z_C4_AgentsOnly_full_beta_sast_sql_injection_r1\workspace\app.py:17,GT-SAST-SQLI-001-full_beta_sast_sql_injection,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194148515591Z_C5_SecFlowOps_full_beta_sast_sql_injection_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_sast_sql_injection,sast_sql_injection,1,20260713T194148515591Z_C5_SecFlowOps_full_beta_sast_sql_injection_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.formatted-sql:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T194148515591Z_C5_SecFlowOps_full_beta_sast_sql_injection_r1\workspace\app.py:17,GT-SAST-SQLI-001-full_beta_sast_sql_injection,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194229560629Z_C0_BuildOnly_full_beta_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194229815735Z_C1_NonBlockingScanning_full_beta_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194249886020Z_C2_AutoScanning_full_beta_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194310037153Z_C3_PolicyOnly_full_beta_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194330537285Z_C4_AgentsOnly_full_beta_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_docker_misconfiguration,docker_misconfiguration,1,20260713T194330537285Z_C4_AgentsOnly_full_beta_docker_misconfiguration_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_beta_docker_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194411435527Z_C5_SecFlowOps_full_beta_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_docker_misconfiguration,docker_misconfiguration,1,20260713T194411435527Z_C5_SecFlowOps_full_beta_docker_misconfiguration_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_beta_docker_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194456979568Z_C0_BuildOnly_full_beta_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194457250074Z_C1_NonBlockingScanning_full_beta_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194516858178Z_C2_AutoScanning_full_beta_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194536907635Z_C3_PolicyOnly_full_beta_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194556578757Z_C4_AgentsOnly_full_beta_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_k8s_misconfiguration,k8s_misconfiguration,1,20260713T194556578757Z_C4_AgentsOnly_full_beta_k8s_misconfiguration_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_beta_k8s_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194636332186Z_C5_SecFlowOps_full_beta_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_k8s_misconfiguration,k8s_misconfiguration,1,20260713T194636332186Z_C5_SecFlowOps_full_beta_k8s_misconfiguration_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_beta_k8s_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194715396152Z_C0_BuildOnly_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194715661945Z_C1_NonBlockingScanning_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194735073086Z_C2_AutoScanning_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194754627228Z_C3_PolicyOnly_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_multi_layer,multi_layer,1,20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_multi_layer,multi_layer,1,20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_beta_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_multi_layer,multi_layer,1,20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_beta_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_multi_layer,multi_layer,1,20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1\workspace\app.py:8,GT-SAST-XSS-001-full_beta_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_multi_layer,multi_layer,1,20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T194814827326Z_C4_AgentsOnly_full_beta_multi_layer_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_beta_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_multi_layer,multi_layer,1,20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_multi_layer,multi_layer,1,20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_beta_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_multi_layer,multi_layer,1,20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_beta_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_multi_layer,multi_layer,1,20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1\workspace\app.py:8,GT-SAST-XSS-001-full_beta_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_multi_layer,multi_layer,1,20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T194854620084Z_C5_SecFlowOps_full_beta_multi_layer_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_beta_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194934236572Z_C0_BuildOnly_full_gamma_clean_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_gamma_clean,clean,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194934513169Z_C1_NonBlockingScanning_full_gamma_clean_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_gamma_clean,clean,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194954207032Z_C2_AutoScanning_full_gamma_clean_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_gamma_clean,clean,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195014459631Z_C3_PolicyOnly_full_gamma_clean_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_gamma_clean,clean,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195034367036Z_C4_AgentsOnly_full_gamma_clean_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_clean,clean,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260713T195117739928Z_C5_SecFlowOps_full_gamma_clean_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_clean,clean,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260713T195200965475Z_C0_BuildOnly_full_gamma_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_gamma_vulnerable_dependency,vulnerable_dependency,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195201314473Z_C1_NonBlockingScanning_full_gamma_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_gamma_vulnerable_dependency,vulnerable_dependency,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195223549605Z_C2_AutoScanning_full_gamma_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_gamma_vulnerable_dependency,vulnerable_dependency,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195246348390Z_C3_PolicyOnly_full_gamma_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_gamma_vulnerable_dependency,vulnerable_dependency,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195307041573Z_C4_AgentsOnly_full_gamma_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_vulnerable_dependency,vulnerable_dependency,1,20260713T195307041573Z_C4_AgentsOnly_full_gamma_vulnerable_dependency_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T195347560877Z_C5_SecFlowOps_full_gamma_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_vulnerable_dependency,vulnerable_dependency,1,20260713T195347560877Z_C5_SecFlowOps_full_gamma_vulnerable_dependency_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T195427148488Z_C0_BuildOnly_full_gamma_fake_secret_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_gamma_fake_secret,fake_secret,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195427394258Z_C1_NonBlockingScanning_full_gamma_fake_secret_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_gamma_fake_secret,fake_secret,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195447659824Z_C2_AutoScanning_full_gamma_fake_secret_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_gamma_fake_secret,fake_secret,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195507697369Z_C3_PolicyOnly_full_gamma_fake_secret_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_gamma_fake_secret,fake_secret,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195527563103Z_C4_AgentsOnly_full_gamma_fake_secret_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_fake_secret,fake_secret,1,20260713T195527563103Z_C4_AgentsOnly_full_gamma_fake_secret_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T195527563103Z_C4_AgentsOnly_full_gamma_fake_secret_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_gamma_fake_secret,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T195608069624Z_C5_SecFlowOps_full_gamma_fake_secret_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_fake_secret,fake_secret,1,20260713T195608069624Z_C5_SecFlowOps_full_gamma_fake_secret_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T195608069624Z_C5_SecFlowOps_full_gamma_fake_secret_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_gamma_fake_secret,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T195648118435Z_C0_BuildOnly_full_gamma_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195648360998Z_C1_NonBlockingScanning_full_gamma_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_gamma_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195708076294Z_C2_AutoScanning_full_gamma_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_gamma_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195727966264Z_C3_PolicyOnly_full_gamma_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195748127277Z_C4_AgentsOnly_full_gamma_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_sast_reflected_xss,sast_reflected_xss,1,20260713T195748127277Z_C4_AgentsOnly_full_gamma_sast_reflected_xss_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T195748127277Z_C4_AgentsOnly_full_gamma_sast_reflected_xss_r1\workspace\app.py:8,GT-SAST-XSS-001-full_gamma_sast_reflected_xss,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T195827597152Z_C5_SecFlowOps_full_gamma_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_sast_reflected_xss,sast_reflected_xss,1,20260713T195827597152Z_C5_SecFlowOps_full_gamma_sast_reflected_xss_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T195827597152Z_C5_SecFlowOps_full_gamma_sast_reflected_xss_r1\workspace\app.py:8,GT-SAST-XSS-001-full_gamma_sast_reflected_xss,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T195907939663Z_C0_BuildOnly_full_gamma_sast_sql_injection_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_gamma_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195908209915Z_C1_NonBlockingScanning_full_gamma_sast_sql_injection_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_gamma_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195928509356Z_C2_AutoScanning_full_gamma_sast_sql_injection_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_gamma_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T195948542534Z_C3_PolicyOnly_full_gamma_sast_sql_injection_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_gamma_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200008530730Z_C4_AgentsOnly_full_gamma_sast_sql_injection_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_sast_sql_injection,sast_sql_injection,1,20260713T200008530730Z_C4_AgentsOnly_full_gamma_sast_sql_injection_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.formatted-sql:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T200008530730Z_C4_AgentsOnly_full_gamma_sast_sql_injection_r1\workspace\app.py:17,GT-SAST-SQLI-001-full_gamma_sast_sql_injection,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200048142663Z_C5_SecFlowOps_full_gamma_sast_sql_injection_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_sast_sql_injection,sast_sql_injection,1,20260713T200048142663Z_C5_SecFlowOps_full_gamma_sast_sql_injection_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.formatted-sql:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T200048142663Z_C5_SecFlowOps_full_gamma_sast_sql_injection_r1\workspace\app.py:17,GT-SAST-SQLI-001-full_gamma_sast_sql_injection,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200128440838Z_C0_BuildOnly_full_gamma_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200128703503Z_C1_NonBlockingScanning_full_gamma_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_gamma_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200149448169Z_C2_AutoScanning_full_gamma_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_gamma_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200209585289Z_C3_PolicyOnly_full_gamma_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200230853105Z_C4_AgentsOnly_full_gamma_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_docker_misconfiguration,docker_misconfiguration,1,20260713T200230853105Z_C4_AgentsOnly_full_gamma_docker_misconfiguration_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_gamma_docker_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200325426478Z_C5_SecFlowOps_full_gamma_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_docker_misconfiguration,docker_misconfiguration,1,20260713T200325426478Z_C5_SecFlowOps_full_gamma_docker_misconfiguration_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_gamma_docker_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200406270955Z_C0_BuildOnly_full_gamma_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200406571798Z_C1_NonBlockingScanning_full_gamma_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200426314959Z_C2_AutoScanning_full_gamma_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200447512419Z_C3_PolicyOnly_full_gamma_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200507739478Z_C4_AgentsOnly_full_gamma_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,20260713T200507739478Z_C4_AgentsOnly_full_gamma_k8s_misconfiguration_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_gamma_k8s_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200547232750Z_C5_SecFlowOps_full_gamma_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_k8s_misconfiguration,k8s_misconfiguration,1,20260713T200547232750Z_C5_SecFlowOps_full_gamma_k8s_misconfiguration_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_gamma_k8s_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200627262557Z_C0_BuildOnly_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_gamma_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200627543217Z_C1_NonBlockingScanning_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_gamma_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200647874002Z_C2_AutoScanning_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_gamma_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200708399219Z_C3_PolicyOnly_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_gamma_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_multi_layer,multi_layer,1,20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_multi_layer,multi_layer,1,20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_gamma_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_multi_layer,multi_layer,1,20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_gamma_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_multi_layer,multi_layer,1,20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1\workspace\app.py:8,GT-SAST-XSS-001-full_gamma_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
